material_number|material_name|material_group
827714|PVF100 2-STAGE KIT|9XA
827293|PVF400 4:1 MOD KIT|9XA
1000450|FORWARD CURVED 28-28|9XA
1000432|FORWARD CURVED 10-10|9XA
24-D-3300|HEAT EXCH,24-D3300|40AB
50-D-3300|HEAT EXCH,50-D-3300|40AB
2005275-MV|VCD-43-62.875x41.875|60CA
2005277-MV|VCD-43-51.75x23.75|60CA
2005280-MV|VCD-43-70.875x37.4|60CA
2005281-MV|VCD-43-78.875x41.875|60CA
2005282-MV|18-APH-4-90-III-200|50CA
311502|MTR,143T,BA,EM3550T-5|9XA
165787|SHT,12GA,36X137 GALV,CSB,G90|9XA
165368|GENERIC,SHT,18GA,GVNL,CSB,A60|GEN
2002275-MV|LV,1.50,NAR PROF,J BL|61AA
2016127-MV|VCD-43-70.875x63.875|60CB
2016153-MV|20-APM-4-100-I-75|50BG
385327|SW,DISCON,400A,600V,3P,SQD LK4QU3N|9XA
385329|SW,DISCON,800A,600V,3P,SQD LK4TU3N|9XA
2005299-MV|VCD-33-128.875x120.875|60CA
2005304-MV|24-APM-4-100-I-50|50BG
312940|MTR,56,ME 56H11O15504|9XA
2005225-MV|VCD-43-204.875x19.875|60CA
1011353|SW,FLOAT,HRZ MNT,PP,FSH-31|9XA
AMD-42V-TD|AMD-42V-TD|60CA
AMD-33-TD|AMD-33-TD|60CA
1011712|VLV,FOUR PORT TRUMPET VALVE|9XA
1011641|ADPTR,RDUCR,COMPRESXMNPT,.125X.375,BRASS|9XA
1011684|BOLT,U,.625-11X6.125,PVC,W/HEX NUTS|9XA
1011643|BSHG,FNPTXMNPT,0.75X1.25,BLK MI,HEX|9XA
1011652|ELBOW,FNPT,1.25,90DEG,BLK MI|9XA
385309|HNDL,DISCON SW,SQD GS2AH170|9XA
2013849-MV|USF-18-5-B1-00-01-01|50BD
1015326|TORCH,NOZZLE,THREAD-ON,0.625IN|NP068
385311|HNDL,DISCON SW,SQD GS2AH430|9XA
2011576-MV|AMD-42-59.75x19.75|60CA
2013272-MV|VCD-23-44.75x15.75|60CA
2015940-MV|VCD-43-52.875x52.875|60CB
1002338|MTR,284TS,BA,EM7063T|9XA
312936|MTR,284T,BA ECP2402T-4|9XA
1034003|VALVE,SCHRADER,COREMAX|9XA
383753|CONTACTOR,80A,120V,3P,(REV),SQD LC2D80G7|9XA
383831|ELEC,BSHG,INSUL,.75,EGS PB200D|9XA
1011676|TEE,FPT,1.5X1.5X.75,BLK MI|9XA
1011110|BLWR,ZA,ER35C,2HP,TEFC,54000485|9XA
SEBR-41|SE BAROMETRIC RELIEF BDD HZ MNT|60BB
BR-42|BAROMETRIC RELIEF BDD-FLG ON INTAKE|60BB
2012083-MV|VCD-23-23.875x7.875|60CA
312041|MTR,143T,BA,EM3546T-5G|9XA
2005307-MV|VCD-33-59.75x118.75|60CA
2005310-MV|EM-30-32.3X32.3|60BA
1011176|PUMP,B&G SERIES 1535 358T,1.5HP,460/230V|9XA
2006315-MV|VCD-43-109.875x56.875|60CA
2006316-MV|VCD-43-31.438x57.875|60CA
2006317-MV|VCD-43-100.438x57.875|60CA
453103|IOM,GFC,LUBE LINE KIT ASM,REV1,JUN97|9XA
2010942-MV|VCD-23-13.75x66.875|60CA
2010967-MV|20-APM-4-100-I-50|50BG
2010985-MV|VCD-23-33.875x44.875|60CA
2013443-MV|EM-30-34.625X55.625|60BA
1011852|LGT,UV3 KIT,HUMEVAP SUB,230V|9XA
1003357|TAPE,ELEC,.75X60FT,13MIL,BLK|9XA
1003413|COND,1.25,FLEX,LQDTGHT,NON UL,GRAY|9XA
1003482|FUSE,TRANSF 600V 3.5A,LITTELFUSE KLDR03.|9XA
1003446|LGT,24VAC,22MM,RED|9XA
1003377|LBL I,BLANK,PLYSTR,WHT,.75,CRTRDG|9XA
1003624|CABLE,MNTG BASE,1IN,#6SCREW,NAT|9XA
2005233-MV|CW12C06H08-25X26-RHN|41AA
1003486|FUSBLK,100A,600V,3P,CLJ|9XA
1006484|ELBOW,CXC,45 DEG,1IN,CPR|9XA
1006523|CPLG,RDUCR,CXC,W/STOP,2X1.25,CPR|9XA
1006540|CLAMP,HOSE,1.5,0.6875,SS,62012|9XA
1007259|CNTRL,TEMP,HNYWL T6031A-1060|9XA
1007141|BOX,.5,3 HOLE,AL,W/ MNT LEGS|9XA
1006698|NIP,GRVXMPT,1X4,BLK STL,SCH40|9XA
1006734|NIP,MNPT,1.5X2.5,BRASS,SCH40|9XA
1007225|CL,17.9375 456MM ALUM|9XA
1007054|HT EX,COAX,COCX-2251-S|9XA
1006530|UNION,FNPT,0.75,BLK MI|9XA
1006552|ELBOW,CXC,.75OD,45DEG,CPR|9XA
388022|VFD,ACH180-04S-09A4-4, 460/3,8.9A ABB|9XA
383829|NUT LOCK,.75,COND,TB LN102|9XA
2010624-MV|EM-30-32.3X32.3|60BA
2010627-MV|EM-30-32.3X32.3|60BA
2010636-MV|VCD-43-27.5x71.875|60CA
1003471|FUSE,1.5A,600V,CLASS CC,DE-TIME DELAY|9XA
1003473|FUSE,3.5A,600V,CLASS CC,TIME DELAY|9XA
1011004|CAP,SLIP,1,PVC,SCH40|9XA
2010540-MV|VCD-43-39.875x83.688|60CA
2010570-MV|18-APH-4-80-III-200|50CB
1041690|MTR,56,BA GNEM31154-G|9XA
1011681|TEE,RDUCR,CXCXC,1.625X1.625X0.875OD,CPR|9XA
1011689|VLV,BALL,1,FNW221AG|9XA
1011647|DRAIN,AIR GAP,FNPT,1.5,STL|9XA
1011648|ELBOW,GRV,6,90DEG,PTD DUCT IRON|9XA
1011656|ELBOW,STRT,FNPTXMNPT,.25,45DEG,BLK MI|9XA
1011661|NIP,MNPT,1.5X3,BLK STL,SCH40|9XA
1011665|NIP,MNPT,1.25X4,BLK STL,SCH40|9XA
2010708-MV|EM-30-29.15X29.15|60BA
459384|MEDIA,GLASDEK,12X12X48|9XA
459383|MEDIA,CELDEK,12X12X48|9XA
470430|CPLG,RDUCR,FTGXC,0.875ODX0.5OD,CPR|9XA
473497|TAPE,FOAM,2X50FT,0.19,BLK|9XA
473617|HM 24V TRANSFORMER, HEATCO #AT140A-1018|9XA
459899|UNION,FNPT,3,BLK MI|9XA
474326|CL_CNDR_48X110R0338L14-NAN|9XA
2005311-MV|VCD-33-128.875x120.875|60CA
320612|MTR,184T,BA EM3616T|9XA
2012721-MV|HW12C02H10-55X69-RHN|41AA
2012737-MV|VCD-43-50.625x27.5|60CA
1000911|SUBASM, UV LIGHT|9XA
1015671|SUBASM,NEST H|9XA
2011454-MV|SMD-401EF-44.875x30.875|60CA
2011456-MV|18-APH-4-85-III-150|50CB
2011490-MV|ICD-45-61.875x27.875|60BG
2011494-MV|EM-30-23.55X23.55|60BA
2010935-MV|CD38S01S10-50X50-LHN|41AA
385308|ELEC,SHAFT,5MMX5MMX400MM,EXTENSION|9XA
385323|SW,DISCON,30A,600V,3P,SQD LK4DU CN|9XA
1011241|MEDIA,D15F8NEST,12X96,MIST ELMNTR|9XA
1003458|RELAY,SOCK,8-BLD,10A,250V,SH2B-05|9XA
1003575|SNSR,ULTRASONIC,24V,FLAT,SQD-XULH043539D|9XA
1003623|CONN,3/4IN 45DEG LQDTIGHT NON-MET/T&B LT|9XA
1003706|FL, TYPE 4|9XA
1003674|BLWR 6|9XA
1006665|CLAMP,4IN->1.25IN 7046 T GROOVED BRANCH|9XA
2015943-MV|VCD-23-131.875x52.875|60CA
1006997|INSUL,PIPE,ELSTM,.5X0.75,R4|9XA
1006712|RDUCR,GRV,PTD IRON,3X1.25,CONCTRC|9XA
1006657|ELBOW,GRV,2.5,90DEG,PNT BLK MI,STY7050|9XA
1006718|RDUCR,GRV,PTD IRON,4X2,CONCTRC|9XA
1006986|ISOL,SPR,T2D-190 COATED 2IN|9XA
1006991|ISOL,SPR,T2D-845 COATED 2IN|9XA
1007012|TEE,FLARE,0.25,BRASS,W/DEPRESSOR,3723681|9XA
1003591|CONN,.5,90 DEG,LQDTGHT,NON-INSUL,TB 5252|9XA
2011017-MV|VCD-43-39.875x79|60CA
2011060-MV|VCD-43-11.75x12.75|60CA
2011085-MV|AMD-42-8.75x6.75|60CA
2011103-MV|VCD-43-106.75x9.75|60CA
1011271|CONFIG,FAN4|9XA
1013030|SW,DISCON,1200A,600V,3P,ABB OETLNF1200SW|9XA
384618|VFD,CIMR-ZU4A0052FAB,460V,40HP,52A|9XA
2015951-MV|HW58S02S10-75X34-RHN|41AA
2015950-MV|HW12C02H14-55X69-LHN|41AA
1011111|PIPE,3X10FT,WHT PVC,SCH40|9XA
385720|ADPTR,M16X1.5,0.5NPT,RMKE-RAM-16M50F,AL|9XA
50-D-1500|HEAT EXCH,50-D-1500|40AB
66-QEP|PLENUM FAN|50CB
BH30-B-1800|HEAT EXCH,BH30-B-1800|40AC
BH24-B-1500|HEAT EXCH,BH24-B-1500|40AC
BH30-A-1050|HEAT EXCH,BH30-A-1050|40AC
BH30-A-2400|HEAT EXCH,BH30-A-2400|40AC
BH30-C-2850|HEAT EXCH,BH30-C-2850|40AC
BH30-D-1800|HEAT EXCH,BH30-D-1800|40AC
BH40-B-1800|HEAT EXCH,BH40-B-1800|40AC
BH40-C-1050|HEAT EXCH,BH40-C-1050|40AC
BH40-C-1350|HEAT EXCH,BH40-C-1350|40AC
BH40-D-2550|HEAT EXCH,BH40-D-2550|40AC
BH50-B-1350|HEAT EXCH,BH50-B-1350|40AC
BH40-D-1500|HEAT EXCH,BH40-D-1500|40AC
BH50-C-2100|HEAT EXCH,BH50-C-2100|40AC
BH60-C-3000|HEAT EXCH,BH60-C-3000|40AC
BR-31|BAROMETRIC RELIEF BDD-FLG ON DSCHRG|60BB
CUST. CONTROL GEN3|CUSTOMER SUPPLIED CONTROLS BOX 3|9XA
2010949-MV|AMD-33-33.75x22.75|60CA
2011053-MV|6IN EXTRUDED ALUMINUM LOUVER|61BA
2011054-MV|VCD-43-39.875x79|60CA
CFSWA-40|CENTRIFUGAL FAN SINGLE WIDE|50BD
EDK-402|EXTRD LV|61BA
385328|SW,DISCON,600A,600V,3P,SQD LK4SU3N|9XA
384302|FITTING,COND,.5,FLEX,NON-METAL,LQDTGHT|9XA
384427|CONN,RLF,LQDTGHT,.875,.17-.45,HEYCO3231|9XA
1006683|UNION,1IN BRASS FPT X SWT,3IN|9XA
1006623|FILM,SHRINK,18X1500FT,90GA,CLR|9XA
1006660|CLAMP,2.5IN->1.25IN 7046 T GROOVED BRANC|9XA
1006689|NIP,1.25IN 7088 DI-LOK GROOVEXTHRD|9XA
1006691|NIP,2IN 7088 DI-LOK GROOVEXTHRD|9XA
1011143|LADDER,FIXED,8FT-3IN,300LB MAX,STL,4EU30|9XA
1013450|ELEC,SHAFT,6X360MM,ABB,OXP6X360|9XA
1013476|TRANSF,120/240V,24V,350VA,B350-2028-GAF|9XA
1032125|VLV,EEV,CAREL,E3V65SWS10|9XA
2010758-MV|VCD-23-64.625x50|60CA
1032235|SMP,DOOR SPACER150|9XA
1032207|SMP,DOOR SPACER122|9XA
1032168|SMP,DOOR SPACER83|9XA
1032164|SMP,DOOR SPACER79|9XA
385046|ELEC,BSHG,SNAP,0.375,HEYCO 375-4|9XA
385305|ELEC,SHAFT,10MMX10MMX400MM,EXTENSION|9XA
1011716|VLV,1.5IN,B&G 3DX,TRIPLE DUTY,STEEL,FPT|9XA
1011674|TEE,FPT,1.5,BLK MI|9XA
1011663|NIP,MNPT,1.5X9,BLK STL,SCH40|9XA
1011671|PLUG,SQ,MNPT,0.75,BLK STL|9XA
385317|SW,DISCON,100A,600V,3P,SQD GS2JU3N|9XA
385318|SW,DISCON,200A,600V,3P,SQD GS2MU3N|9XA
2012119-MV|VCD-43-140.75x57.1|60CA
1016130|FAN_MATVAR_2|9XA
1029033|SMP, BASE F PANEL10 PART1|9XA
352907|SHEAVE,2BK57 X QT,TB WOODS|9XA
473283|WHL,TE450,17.91DIAX7.96,1.375,545TA26F|9XA
473614|HTR,PRESS SW,HEATCO#HMESA2088-0306|9XA
473660|COMP,TLJ144-7A(121G0365),575V|9XA
1041698|MTR,56,BA GNEM3558-G|9XA
315044|MTR,56,BA,EL11304|9XA
315045|MTR,56,BA,EL11307|9XA
100172|GENERIC,SHT,.063,AL,5052-H32|GEN
2005296-MV|24-APH-4-50-II-150|50CA
1011393|UNION,SOCK,0.75,SCH40,PVC|9XA
465448|CPLG,CXC,2.125OD,CPR,W/DMPL STOP|9XA
1012549|CPLG,FLEX,.5X18IN,BRONZE|9XA
1013415|ELEC,KIT,DISCON LUG,QTY6,ABB OZXA-25|9XA
1013445|WIRE,#22,BELDEN,1#22 SHPR|9XA
1013537|COMP,SCREW,CSW8593-125Y-5PU,575V/3/60|9XA
310678|MTR,145T,BA,ECP3587T|9XA
335728|WHL,STL,500X140MM,R63D,1.125,SM20,RL6002|9XA
352918|SHEAVE,2AK61 X QT,TB WOODS|9XA
380828|CNTRL,TEMP,HNYWL T991A1012/U|9XA
415240|NUT,NYLOCK,HEX,.313-18,GR2,ZP|9XA
415851|CS,HH,.313-18X1.75,GR5,ZP|9XA
416330|PIN,SPRING,.375X1.375,YZP|9XA
2016498-MV|VCD-43-8.875x57|60CB
2012100-MV|VCD-23-20.063x51.875|60CA
388010|VFD,ACH180-04S-15A6-2, 230/3,14.6A ABB|9XA
BH50-D-3300|HEAT EXCH,BH50-D-3300|40AC
2005312-MV|6IN EXTRUDED ALUMINUM LOUVER|61BA
1032434|SMP, BASE D DRAINPAN2 PART5|9XA
1013278|OVERLOAD,12.0A,18.0A,CL20,3PH,SQD-LRD21L|9XA
1011142|LADDER,FIXED,9FT-3IN,300LB MAX,STL,5FZC4|9XA
1006568|ELBOW,STRT,CXFTG,.375OD,90DEG,CPR,LRAD|9XA
2011094-MV|VCD-43-64.875x32.875|60CA
2011081-MV|AMD-42-8.75x6.75|60CA
165817|SHT,22GA,60X96,CSB,PREPNT GR,TEXTURED|9XA
304402|MTR,300A XYTPE 286T RE P28G7403|9XA
304872|MTR,145T,BA,EM7034T|9XA
310389|MTR,20A,XYTEE,BA,145T,M3558T|9XA
1001011|FL,PLTD,12X24X2,MERV 13,HC,WB|9XA
2016605-MV|AMD-23-14.75x69.75|60CA
2016618-MV|ESD-603|61BA
2016626-MV|VCD-43-9.875x28.875|60CB
1000696|TAPE,LAMINATED LBL,.375|9XA
1000870|LBL I,BLANK,IN/OTDR VNYL,WHT,.75,CRTRDG|9XA
2016452-MV|VCD-43-44.875x11.875|60CB
2016551-MV|VCD-43-43.875x8.875|60CB
2016563-MV|EM-30-33.02X33.02|60BA
2016163-MV|VCD-43-80.75x11.75|60CB
2016165-MV|VCD-43-47.875x23.875|60CB
2016171-MV|VCD-33-10.75x68.75|60CA
MP20252|CURTAIN,LIGHT,REFLEX,AS1|NP139
2015062-MV|VCD-23-32.625x37.4|60CA
1021486|CLAMP,STRAP,3.0,0.75,1BAA9|9XA
2013545-MV|HW12C01S10-55X75.75-LHN|41AA
1006973|ANG,5X5,.375,HRS|9XA
1007288|FL,PLTD,18X25X2,MERV 11,HC,WB|9XA
1011666|NIP,MNPT,0.5X3,BLK STL,SCH40|9XA
2015587-MV|XQEI-9-300-30-G|50GA
1032429|SMP, BASE C DRAINPAN16 PART6|9XA
2005260-MV|EM-30-26X26|60BA
2005284-MV|EM-30-23.55X23.55|60BA
2005292-MV|VCD-43-50x41.875|60CA
1032384|SMP, BASE C DRAINPAN1 PART6|9XA
1032322|SMP, BASE A DRAINPAN13 PART4|9XA
1032504|SMP, BASE E DRAINPAN9 PART6|9XA
1032468|SMP, BASE D DRAINPAN13 PART6|9XA
2005309-MV|24-APM-4-85-II-200|50BG
1033040|SMP,VERT STAND, COIL MOUNT LEFT SM_MD|9XA
385322|COVER,SHROUD,DISCON SW TERM,SQD LK4AP83|9XA
2015655-MV|20-APM-4-100-I-75|50BG
2011122-MV|AMD-42-8.75x6.75|60CA
1016295|PLA FILAMENT 1.75 MM SILVER|NP055
2010919-MV|VCD-42-20.875x17.875|60CA
2010992-MV|22-APM-4-75-II-150|50BG
1002842|FUSE,30A,600V,CLASS CC,FAST ACT,ATMR30|9XA
1011144|CNTRL,PCO5,TYPEA,+USB,CAREL,PCOX000CA0|9XA
2015551-MV|15-APM-4-65-II-75|50BG
1021641|LBL P,KIT REFRIG,CIRCUIT A|9XA
2014999-MV|EM-30-8.375X19.625|60BA
2006993-MV|VCD-23-70.875x57.875|60CA
1001425|CABLE,DLO,1AWG,2000V,90DEGC|9XA
1001722|VFD,E7NVD046,208/230V,15HP,46.2A|9XA
1001500|FL,PLTD,MINI,16X25X6,MERV 14,PLFR,BOX|9XA
1001833|COMP,ZP32K3E-TF5-230,208/230V|9XA
1001852|COMP,HRH031U3LP6 (120U1251),208/230V|9XA
1001724|VFD,E7NVD074,208/230V,25HP,74.8A|9XA
1001742|VFD,CIMR-AU5A0006FAA,575,5HP,6.1A|9XA
1001734|VFD,E7NVB034,460V,25HP,34A|9XA
1001917|COMP,ZP44K3E-TFD-230,460V|9XA
1002072|CCH,018-0091-04,208/230V|9XA
1001490|FL,PLTD,MINI,24X24X6,MERV 13,PLFR,BOX|9XA
1001945|COMP,HRH056U4LP6 (120U1386),460V|9XA
1001947|COMP,HLH068T4LC6 (120U1391),460V|9XA
1001970|COMP,ZPU417KCE-TED-273,460V|9XA
MP12404|CPU,MODULE|NP139
1032215|SMP,DOOR SPACER130|9XA
385212|GSKT,.375,LQDTGHT,SS,TB 5261|9XA
2005611-MV|DX38S04S12-42X42.5-LHN|41AA
1010824|VFD,ACS150-03U-02A4-2,230V,0.5HP,2.4A|9XA
2011111-MV|VCD-43-83.875x8.875|60CA
1013663|HNDL,DOOR,LNG CAM,ZP|9XA
1011155|CNTRL,PCO5,LARGE,CAREL,P+500BAA000L0|9XA
2015980-MV|EM-30-21.1X21.1|60BA
2011132-MV|VCD-43-142.75x13.75|60CA
1011151|BLWR,ZA,ER71C,20HP,ODP,54000491|9XA
417094|NIP,MNPT,1.5X8,304SS,SCH40|9XA
2014212-MV|VCD-42-39.875x78.875|60CA
1003612|TERM,RING,.31,8AWG,NON-INSUL|9XA
385320|SW,DISCON,600A,600V,3P,SQD GS2SU3N|9XA
385325|SW,DISCON,100A,600V,3P,SQD LK4JU3CN|9XA
1011152|CNTRL,PCO5,MED,CAREL,P+500BAA000M0|9XA
1011154|CNTRL,PCO5,SMALL,CAREL,P+500BAA000S0|9XA
190086|SHT,16GA,48X120,SS,316L,2B|9XA
2010914-MV|6IN EXTRUDED ALUMINUM LOUVER|61BA
1011709|VLV,VENT,AUTO AIR,MNPT,0.125,BRASS,STY97|9XA
2013199-MV|ESD-603|61BA
2013260-MV|20-APH-4-85-I-75|50CB
1006787|NIP,2IN X CLOSE BRASS,3IN,BRNKCL|9XA
1006786|NIP,1.5IN X CLOSE BRASS,3IN,BRNJCL|9XA
2015965-MV|VCD-43-70.875x39.875|60CB
1011150|BLWR,ZA,ER80C,20HP,TEFC,1200RPM|9XA
2011888-MV|SMD-401EF-63.875x33.875|60CA
2011889-MV|EM-30-27.75X27.75|60BA
472376|MNT, 527-0116-00 EMERSON|9XA
472984|FL,LQD LINE,BI FLOW,BFKZ-305S,5/8 ODF|9XA
2011113-MV|AMD-42-8.75x6.75|60CA
2011115-MV|VCD-43-127.75x13.75|60CA
2011118-MV|VCD-43-92.875x40.875|60CA
2011055-MV|VCD-43-79.875x52.875|60CA
2010568-MV|VCD-43-64x6|60CA
2010594-MV|VCD-23-53.875x46.875|60CA
1009613|FL,PLTD,20X24X2,MERV 8,STND,FIBRGLS|9XA
1011165|CLAMP,HOSE,3,16P307|9XA
1011167|CLAMP,HOSE,0.5,16P295|9XA
1011987|TEK SCR,HWH,#12-14X.75,SS,18-8,#3|9XA
2011032-MV|VCD-23-11x35.875|60CA
2011033-MV|VCD-23-35.438x35.875|60CA
2011042-MV|VCD-43-18x44.875|60CA
1011171|TEE,SOCK,1.25, PVC,SCH40,22FK95|9XA
2010948-MV|VCD-43-22.875x55|60CA
1011169|BLKHD,FNPT,0.75,PLYPR|9XA
1011172|ADPTR,RDUCR,BARBXMNPT,0.625X0.75,NYLN|9XA
1011636|ADPTR,FNPTXMNPT,0.25,SS|9XA
1011682|THRDLT,1X3,STL|9XA
2014815-MV|22-APM-4-100-II-150|50BG
MP21473|COUPLING,ENCODER|NP139
2011035-MV|EM-30-9.313X14.75|60BA
2011433-MV|VCD-33-59.063x47.875|60CA
2010953-MV|VCD-43-35.375x64|60CA
2011135-MV|VCD-43-65.875x35.875|60CA
2011136-MV|VCD-43-142.75x13.75|60CA
1040036|MTR,254T,BA GNEM2513T|9XA
1011156|CNTRL,CONN,SCR,CAREL,P+50CON0M0|9XA
1015424|FUSE,5A,500V,MIDGET,TIME DELAY|9XA
2012490-MV|VCD-33-79.875x41.875|60CA
2012491-MV|15-APH-4-65-II-75|50CB
2012497-MV|27-APH-4-100-III-200|50CB
2012502-MV|27-APH-4-100-III-300|50CB
1041683|MTR,56,BA GNEM3554|9XA
1011153|CNTRL,BRD,MED DISP,CAREL,P+500BAA00EM0|9XA
1013106|BSHG,SPIGXFPT,0.5X0.125,PVC,HEX,SCH40|9XA
1002020|COMP,HRH044U7LP6 (120U1411),575V|9XA
1002063|COMP,SH420-7A (121G0206),575V|9XA
1002066|COMP,SH600-7A (121G0218),575V|9XA
1002104|VLV,TXV,RCZE-5-GA-.5X.625X.25IN-10FT|9XA
1002112|VLV,TXV,OZE-50-GA-1.125X1.375X.25IN-10FT|9XA
1002287|MTR 600 MWXYD BA 326TS EM2546T|9XA
1002532|ENCL,304SS J-BOX,SAGINAW SCE-86066ELJSS|9XA
1003072|TRANSF,240/480,3KW,GE 9T58K2815|9XA
304602|MTR,324T,BA,EM2539T-5|9XA
304603|MTR,326T,BA,EM2543T-5|9XA
HAZ1012528|CLNR,FLOOR,TOUGH GUY,2CYH5,5 GAL BOX|ZHAZ
1009811|CCH,02-10105-09S,75W,120V|9XA
1009945|SNSR,TEMP,DUCT,1KOHM,24',KELE ST-AV91H|9XA
1009965|PNL,INLT CONE/22-QEM|9XA
1010202|NUT,INSERT,.313-18X.69,YZP|9XA
1010397|CLAMP,GROUND,BRASS,600AMP|NP068
2012800-MV|VCD-23-28.875x29.875|60CA
1013104|SW,LQD LEVEL,FLOAT,PP,5DYC9|9XA
312997|MTR,284T,BA,ECP2402T-4-M39B-1|9XA
382889|ACT,ELEC,BELIMO,FSNF24-FC US|9XA
1-YR-LABOR-WARANTY|1 YEAR TOTAL LABOR ONLY WARRANTY|9XA
10-YR-HWHX-WARANTY|10 YEAR TOTAL HEAT WHEEL WARRANTY|9XA
15-YR-CASING-WRNTY|15 YEAR TOTAL CASING WARRANTY|9XA
15-YR-FPHX-WARANTY|15 YEAR TOTAL FLAT PLATE HX WARRANTY|9XA
2011140-MV|VCD-43-142.75x13.75|60CA
2002986-MV|6IN EXTRUDED ALUMINUM LOUVER|61BA
27-CFDW|CENTRIFUGAL FAN|50BA
475394|COMP,ZPDT21MCE-TFE-275,575V|9XA
2011137-MV|VCD-43-142.75x13.75|60CA
384361|VFD,CIMR-AU5A0004FAA,575V,3HP,3.9A|9XA
385047|RELAY,PHASE FINDER,FIND 70.61.8.400.0000|9XA
1013763|VLV,BALANCE,0.75,SP-VV00676B02B|9XA
2011206-MV|VCD-23-8.125x29.25|60CA
2011207-MV|VCD-23-39x29|60CA
2011917-MV|VCD-23-32.875x7.625|60CA
473746|REGLTR,GAS PRES,.75,FNPT,121-1146K|9XA
473277|WHL,TE400,15.83DIAX7.13,.685,540TA26C|9XA
1006746|ADPTR,CXMNPT,1.625ODX1.50,CPR|9XA
1006929|VLV,B248,AF24-SR,2,CCV,BELIMO BALL|9XA
1006775|UNION,2IN BRASS FPT X FPT,4IN,IBR125UK|9XA
1006936|VLV,B348,AF24-SR,2,CCV,BELIMO BALL|9XA
1006876|UNION,2IN BRASS MPT X SWT,CCMUK|9XA
1008134|SW,TOGGLE,302SS,1G,SMOOTH,SS1|9XA
1007605|GSKT,2.5,FLANGE|9XA
1007628|VLV,BALL,2.5,VV024788CBV|9XA
1007617|THRDLT,0.75X3,STL|9XA
479710|TAG,PINK,2.625X5.25,BLANK,WIRE|9XA
385224|SW,DISCON,40A,600V,3P,ABB EOT32U3P4-P|9XA
1010079|BSHG,FNPTXMNPT,2X2.5,BLK MI,HEX|9XA
1009934|HT EX,MTR,GM139255|9XA
2011138-MV|AMD-42-8.75x6.75|60CA
1011710|VLV,VENT,AUTO AIR,FNPT,0.75,STL,STY107A|9XA
HAZ1012470|CLNR,STAINLESS,TOUGH GUY,24Y898,20 OZ|ZHAZ
1011174|NIP,MNPT,3X7,AL,SCH40|9XA
QEIA-20|MIXED FLOW FAN|50GA
QEIA-30|MIXED FLOW FAN|50GA
2011012-MV|27-APH-4-100-III-200|50CB
2011097-MV|AMD-42-8.75x6.75|60CA
130523|EXT,AL,.09,6063-T6,TUBE,1X2,RECT|9XA
1011007|BLANKET,COMP,ZP154KCE|9XA
385233|SW,DISCON,80A,600V,3P,ABB EOT63U3M3-P|9XA
384197|TERM,FLAG DISCON,.25,22-18AWG,NON-INSUL|9XA
2011408-MV|VCD-43-12.5x43.875|60CA
417089|NIP,MNPT,1X4,304SS,SCH40|9XA
417088|NIP,MNPT,1.25X6,304SS,SCH40|9XA
417091|ELBOW,FNPT,1.5,90DEG,304SS|9XA
447121|FILM,SHEET,10FTX100FT,6MIL,CLR|9XA
1008235|SUBPNL,FLAT,10X8X.08,SCE-12N10MP|9XA
384031|VFD,CIMR-JU4A0009BAA,460V,5HP,8.8A|9XA
1011559|WIRE,COMM,RJ126|9XA
2013559-MV|VCD-23-34.875x32.875|60CA
1011846|BLWR,9IN,K3G220-RG21-02,73W ECM,EBM|9XA
1011823|BLWR,ZA.ER35C.1HP,TEFC,54000530|9XA
1011708|VLV,RELIEF,0.75,B&G 790-50|9XA
1011639|ADPTR,CXFNPT,0.625ODSX0.75,CPR|9XA
1011692|VLV, 1.25IN,BALL,BRASS,SWT,600#|9XA
1011651|ELBOW,FNPTXMNPT,1.5,90DEG,BLK MI|9XA
1011657|ADPTR,FLGXGRV,4,PTD IRON|9XA
1011660|NIP,MNPT,1.5X2,BLK STL,SCH40|9XA
1011693|VLV,BFV,2,VV020700SEO|9XA
385313|COVER,SHROUD,DISCON SW TERM,SQD GS2AP43|9XA
1015188|UPLOAD,NEST C PRIMA|9XA
345297|BELT,B88,WRAPPED|9XA
385232|SW,DISCON,60A,600V,3P,ABB EOT45U3M3-P|9XA
385331|HNDL,DISCON SW,SQD LK4AH410CN|9XA
HAZ2904|INK,PRINT,5157E|NP062
1011252|CL_CONFIG,COIL1|9XA
1011253|CL_CONFIG,COIL2|9XA
313584|MTR,143T,BA,EM3116T-5G|9XA
1011170|CLAMP,HOSE,2,16P303|9XA
2016590-MV|EM-30-29.716X29.716|60BA
1002319|MTR,326T,BA,EM7080T|9XA
BH24-E-600|HT EXCH,BH24-E-600|40AC
BH50-E-600|HT EXCH,BH50-E-600|40AC
TRAINING FEE|TRAINING|ZSERV
TRAINING-FEE|TRAINING|ZSERV
1002321|MTR,365T,BA,EM7085T|9XA
2006832-MV|CW58S06S12-30X39-RHE|41AA
329905|MTR,182T,BA EM3661T-G|9XA
2015984-MV|AMD-42-40.75x36.75|60CA
1011847|BLWR,ZA,GR63C,7.5HP,TEFC,1200,54000532|9XA
1011162|MS,PFH,.25-20X1.5,ZP|9XA
1013283|WIRE,7C/18 GRY,PVC,OIL RES|9XA
1011161|BLWR,ER80C,20HP,TEFC,54000494|9XA
2010800-MV|VCD-23-36x16|60CA
1011163|GAUGE,DIFPRES,2003-SP MAGNEHELIC,0-3WC|9XA
